part_name,doi,paper_id
BBa_259UYKNX,10.1186/1472-6750-11-16,
BBa_25VL9Q9H,10.1016/j.procbio.2022.01.006,
BBa_25JAUHW7,10.1186/1472-6750-11-16,
BBa_25BQ7XCF,10.1111/j.1365-2672.2007.03372.x,
BBa_25L74W0H,10.1038/s41467-018-06580-9,
BBa_25UNIDCO,10.1038/s41467-025-57343-2,
BBa_25MOOLGR,10.1038/s41467-025-57343-2,
BBa_25STTUGA,10.1111/j.1365-2672.2007.03372.x,
BBa_25TGW0IH,10.1093/immhor/vlaf012,
BBa_25MSWX4X,10.1093/nar/gkj4,
BBa_25RU6S1B,10.1021/acsinfecdis.5c00205,
BBa_2562EFVI,10.1093/nar/gku884,
BBa_254G63O6,10.1186/1754-1611-7-29,
BBa_25QROZJD,10.1093/nar/gku884,
BBa_258BM3JB,10.1093/nar/gkj405,
BBa_25SCW9SD,10.1186/1754-1611-7-29,
BBa_25WM6N9L,10.1073/pnas.2409335121,
BBa_25V0H83N,10.1073/pnas.2409335121,
BBa_25Z9ZROD,10.1186/1754-1611-7-29,
BBa_25ILL0XH,10.4161/bioe.21454,
BBa_25RJT9RV,10.1038/s41467-021-21654-x,
BBa_25JUBGPN,10.1016/j.bbrc.2020.09.103,
BBa_250SSLZ0,10.1073/pnas.90.7.2564,
BBa_25OH79P0,10.1093/nar/gkj4,
BBa_25C16C8Q,10.1093/nar/gkx578,
BBa_25O30AJM,10.1038/s41467-022-29338-w,
BBa_25LN0MW5,10.1038/s41467-022-29338-w,
BBa_2575DNW2,10.1038/s41467-022-29338-w,
BBa_25NZHCQ2,10.1038/cr.2013.30,
BBa_25TFJQ0S,10.1093/nar/gkj405,
BBa_25HW4WY6,10.1021/acssynbio.3c00104,
BBa_25X4PUT4,10.1038/s41467-022-29338-w,
BBa_25JDFGSO,10.1038/nchembio.1411,
BBa_25IGLSH4,10.1093/nar/gkw624,
BBa_25WGFYTP,10.1038/nchembio.1411,
BBa_25F7WMZU,10.1038/nchembio.1411,
BBa_257WVG9I,10.1073/pnas.2221121120,
BBa_254GY80X,10.1038/s41467-021-25538-y,
BBa_254GY80X,10.1021/acssynbio.2c00491,
BBa_25UGMAUM,10.1038/s41467-021-25538-y,
BBa_25UGMAUM,10.1021/acssynbio.2c00491,
BBa_256VDYQ5,10.1021/acssynbio.4c00436?goto=supporting-info,
BBa_25BT17QC,10.1091/mbc.e11-01-0072,
BBa_25ESDI6C,10.1128/JB.171.11.6041-6050.1989,
BBa_25WICLRV,10.1021/acssynbio.3c00104,
BBa_25JNYK3Z,10.1111/j.1365-2672.2011.05167.x,
BBa_25IZOQVV,10.1007/BF00331644,
BBa_25IZOQVV,10.1126/sciadv.ado5398,
BBa_25W1ZU2B,10.1021/sb400037a,
BBa_25GSVLZN,10.1126/science.adv9789,
BBa_258B8LA9,10.1016/j.tibtech.2025.04.005,
BBa_25DY23GZ,10.1016/j.tibtech.2025.04.005,
BBa_254TXZJ8,10.1126/science.1256272,
BBa_25DCBAZ7,10.1126/science.1256272,
BBa_25RSWBY3,10.1126/science.1256272,
BBa_25XDWXJX,10.1016/j.celrep.2022.110476,
BBa_25Z8K8MR,10.1186/1754-1611-7-29,
BBa_25C1GJ0F,10.1371/journal.pone.0010777,
BBa_25UW1D69,10.1038/73324,
BBa_25Z322UJ,10.1371/journal.pone.0010777,
BBa_25NOVJMP,10.1038/s41467-022-29338-w,
BBa_25GPCH5Q,10.1016/j.bbapap.2017.08.002,
BBa_25HGA1J2,10.1186/1754-1611-7-29,
BBa_253K8RUJ,10.1016/j.jclepro.2025.145775,
BBa_255Q8FC0,10.1186/1754-1611-7-29,
BBa_25HTW1DS,10.1016/j.ymben.2023.02.007,
BBa_2537NIQ9,10.1186/1754-1611-7-29,
BBa_2503JW0Y,10.1038/s41586-020-2545-9,
BBa_259UHA9L,10.1038/s43018-025-00932-3,
BBa_25AWAHV8,10.1021/acssynbio.8b00530,
BBa_250LF4YU,10.1038/S43018-025-00932-3,
BBa_25J2E9TK,10.1038/s43018-025-00932-3,
BBa_25TK6V7U,10.1016/j.celrep.2022.110476,
BBa_25IOLYVT,10.1038/s43018-025-00932-3,
BBa_25QL9PUD,10.1016/j.omtn.2020.03.005,
BBa_25P3WVLT,10.1016/j.omtn.2020.03.005,
BBa_25B74W45,10.1016/j.omtn.2020.03.005,
BBa_25LPRH4Z,10.1038/s43018-025-00932-3,
BBa_25RA0I28,10.1038/s42003-024-06988-8,
BBa_255Q3II5,10.2174/092986710790514499,
BBa_25ZAU49I,10.1038/s42003-024-07112-6,
BBa_25PXJQ2S,10.1016/j.lfs.2023.121709,
BBa_25EULV3S,10.2174/092986710790514499,
BBa_25FVO7QU,10.1016/j.omtn.2020.03.005,
BBa_25EFHPDN,10.1016/j.omtn.2020.03.005,
BBa_25ML4821,10.1016/j.celrep.2022.110476,
BBa_25469MP6,10.1128/mcb.7.7.2352-2359.1987,
BBa_25WG3A50,10.1073/pnas.92.15.6793,
BBa_25SURMFG,10.1126/science.1088047,
BBa_25CD9PFJ,10.1038/nature19802,
BBa_2500KIWZ,10.1016/j.omtn.2020.03.005,
BBa_25RU6KVE,10.1038/s41592-025-02740-0,
BBa_25UXTZY4,10.1186/1754-1611-7-29,
BBa_256O7C4S,10.1101/2024.doi,
BBa_25N4U2VJ,10.1016/j.meteno.2017.04.001,
BBa_25DE2ASN,10.7554/eLife.99554.1,
BBa_25Z0V7YA,10.1016/j.ab.2008.11.044,
BBa_25HDD6TY,10.1038/s41564-024-01663-4.\,
BBa_254NQG3O,10.1038/s41564-024-01663-4.\,
BBa_25E5Q4LN,10.1038/s41564-024-01663-4.\,
BBa_25JVFV3M,10.1016/j.ab.2008.11.044,
BBa_25UAXSUG,10.1038/s41564-024-01663-4,
BBa_25UMC4CD,10.1038/s41564-024-01663-4,
BBa_25GFNYCT,10.1038/s41564-024-01663-4,
BBa_25FIMCJ8,10.1021/acssynbio.5c00360,
BBa_25KV65UN,10.1128/AEM.02519-20,
BBa_25JN6TCD,10.1128/AEM.02519-20,
BBa_25VI0Z0D,10.1007/bf00352439,
BBa_256VF0F0,10.1128/mcb.7.7.2352-2359.1987,
BBa_25QY9A2U,10.1073/pnas.96.12.7110,
BBa_25HYZIJN,10.1038/s41467-020-15272-2,
BBa_25WTT2ZY,10.1038/s41467-020-15272-2,
BBa_25LRQDIQ,10.1038/s41467-020-15272-2,
BBa_251CEQJL,10.1038/s41467-020-15272-2,
BBa_25CQE05E,10.1038/s41467-020-15272-2,
BBa_25IV9NBA,10.1038/s41467-020-15272-2,
BBa_2519C0MV,10.1038/s41467-020-15272-2,
BBa_2541MUOB,10.1038/s41467-020-15272-2,
BBa_25SXD6VJ,10.1038/s41467-020-15272-2,
BBa_258XK8GT,10.3389/fbioe.2024.1436352,
BBa_25K8RFNE,10.1038/s41564-024-01663-4,
BBa_25V9OM2X,10.1073/pnas.96.12.7110,
BBa_25K5RQXC,10.1038/s41564-024-01663-4,
BBa_25U0JI70,10.1101/2025.07.16.665152,
BBa_25PUZ0IW,10.1016/j.isci.2022.105772,
BBa_25ZGAP8G,10.3390/ijms25010505,
BBa_25FOJWXS,10.18452/21903,
BBa_254YRO9Z,10.1016/j.ymben.2023.02.007,
BBa_25SICUII,10.1073/pnas.2409335121,
BBa_25625BCW,10.18452/21903,
BBa_25N9S3T5,10.1073/pnas.2409335121,
BBa_25HYK039,10.3791/52911,
BBa_25MSP6W5,10.18452/21903,
BBa_2568G2XZ,10.1128/AAC.00810-08,
BBa_2568G2XZ,10.1126/sciadv.aaz1136,
BBa_2568G2XZ,10.1016/j.ijfoodmicro.2021.109068,
BBa_25LD2PWU,10.3791/52911,
BBa_255FK0Z7,10.3791/52911,
BBa_25157DEB,10.1074/jbc.M207962200,
BBa_25D4J4IS,10.1038/s41467-018-04227-3,
BBa_25UOAFAH,10.4014/jmb.2303.03021,
BBa_25CGE7NX,10.1038/s41467-018-04227-3,
BBa_25XU6JMW,10.1128/AAC.00810-08,
BBa_25H8EKRX,10.1016/j.ijfoodmicro.2021.109068,
BBa_252KUD8K,10.1016/j.jmb.2007.02.030,
BBa_25EAPLCP,10.1016/j.jmb.2007.02.030,
BBa_2583CY8O,10.1016/j.jmb.2007.02.030,
BBa_25SDE90A,10.1093/nar/19.8.1845,
BBa_25N5GEMN,10.1038/s41467-018-04209-5,
BBa_25SKHFKB,10.2210/pdb6LAS/pdb,
BBa_25TUX7U5,10.1016/j.biortech.2010.01.017,
BBa_25R79FD8,10.1002/bit.28805,
BBa_25S2TG5Z,10.1007/s00253-019-09743-w,
BBa_25ID9C9T,10.1021/acs.jafc.9b07419,
BBa_25QI6SNO,10.1073/pnas.2314798121,
BBa_25HV150K,10.1128/jvi.02090-24,
BBa_25DRNV7I,10.1038/s41587-019-0242-8,
BBa_25JBULLH,10.1126/science.288.5467.859,
BBa_252IOOB5,10.1016/j.enzmictec.2023.11021,
BBa_25BKUOXN,10.1073/pnas.96.12.7110,
BBa_25Q96I72,10.1021/acssynbio.4c00466,
BBa_25MP2OW2,10.1021/acssynbio.4c00466,
BBa_25R8SDG4,10.1186/s40643-021-00469-0,
BBa_25A4FF27,10.1038/s41564-024-01663-4,
BBa_25GVJ4BC,10.1038/s41564-024-01663-4,
BBa_25SP9HTP,10.1038/nmeth.4074,
BBa_25US78QJ,10.1128/mSphere.00979-19,
BBa_25E3BDTN,10.1046/j.1365-2958.1998.00883.x,
BBa_25H7TVQ3,10.1128/mSphere.00979-19,
BBa_25QJ5B1Z,10.1046/j.1365-2958.1998.00883.x,
BBa_25F5H5CX,10.1046/j.1365-2958.1998.00883.x,
BBa_25IFFIAD,10.1046/j.1365-2958.1998.00883.x,
BBa_25AIF769,10.1046/j.1365-2958.1998.00883.x,
BBa_25W2L367,10.1046/j.1365-2958.1998.00883.x,
BBa_25EL4H3H,10.1186/1754-1611-7-29,
BBa_252U1CYF,10.1046/j.1365-2958.1998.00883.x,
BBa_25WE9PXB,10.1046/j.1365-2958.1998.00883.x,
BBa_2578DUB6,10.1021/sb300078z,
BBa_25K3K03L,10.1046/j.1365-2958.1998.00883.x,
BBa_25TG86BB,10.1021/sb300078z,
BBa_25H1HJ61,10.1046/j.1365-2958.1998.00883.x,
BBa_255FXKWB,10.1038/s41592-024-02572-4,
BBa_257VLKZS,10.1128/AEM.01633-06,
BBa_25W7J538,10.1046/j.1365-2958.1998.00883.x,
BBa_25I8U9K2,10.1046/j.1365-2958.1998.00883.x,
BBa_25CW3NA4,10.1128/AEM.01633-06,
BBa_2505D14H,10.1128/AEM.01633-06,
BBa_25Y94R5Y,10.1046/j.1365-2958.1998.00883.x,
BBa_252BBFCI,10.1046/j.1365-2958.1998.00883.x,
BBa_25GYPG97,10.1046/j.1365-2958.1998.00883.x,
BBa_25325554,10.1046/j.1365-2958.1998.00883.x,
BBa_256ZL14D,10.1111/1567-1364.12154,
BBa_25TMLF47,10.1046/j.1365-2958.1998.00883.x,
BBa_25XGUUO0,10.1046/j.1365-2958.1998.00883.x,
BBa_25JZF6MI,10.1007/s00253-021-11091-7,
BBa_25CH63HC,10.1007/s00253-021-11091-7,
BBa_25CRBU95,10.1073/pnas.1909653116,
BBa_25IQGLS1,10.1126/science.adv9789,
BBa_25XZJ2PP,10.1126/science.adv9789,
BBa_25B88BOA,10.1126/science.adv9789,
BBa_25TU0LEO,10.1126/science.adv9789,
BBa_25SE1VMS,10.1038/s41594-018-0028-6,
BBa_25UNVGWN,10.1126/science.adv9789,
BBa_25K5VY65,10.1128/msystems.00588-23,
BBa_2549Z0YG,10.1093/femsle/fnw179,
BBa_25RQHKPW,10.1126/science.adv9789,
BBa_254FL950,10.1038/s41587-022-01493-x,
BBa_253AH11O,10.1007/s00253-012-4266-y,
BBa_25FHJINN,10.1038/sj.bjc.6603234,
BBa_25EMIN4C,10.1038/sj.bjc.6603234,
BBa_25EK6L5K,10.1038/sj.bjc.6603234,
BBa_25P999PR,10.1016/j.molcel.2005.03.009,
BBa_25YT2TOJ,10.1016/j.molcel.2005.03.009,
BBa_25WZZ0BY,10.1016/j.molcel.2005.03.009,
BBa_252GN2VV,10.1039/C3BM60187K,
BBa_25GQEDST,10.1097/CAD.0b013e32833f5d68,
BBa_252BPB3H,10.1039/C3BM60187K,
BBa_25LJSXVL,10.1002/adfm.201403680,
BBa_25S0UNJV,10.1039/D0BM01374A,
BBa_25OUAVSO,10.1002/adfm.201403680,
BBa_25GL3G36,10.1111/febs.16903,
BBa_25IR4MAP,10.1111/febs.16903,
BBa_25X5ULEK,10.1111/febs.16903,
BBa_25UD9NX1,10.1111/febs.16903,
BBa_25ZFZ64R,10.1111/febs.16903,
BBa_25UDJS0E,10.1021/acscatal.8b02713,
BBa_25YAVFFO,10.1038/s41598-023-30310-x,
BBa_259H0T1F,10.1111/febs.16903,
BBa_2510LNFZ,10.1111/febs.16903,
BBa_25MP1D6O,10.1111/febs.16903,
BBa_252V48EC,10.1111/febs.16903,
BBa_252P5SRR,10.1111/febs.16903,
BBa_250STKKD,10.1111/febs.16903,
BBa_25337GBV,10.1016/j.chom.2020.05.013,
BBa_25L89APA,10.1111/febs.16903,
BBa_25DKWDCM,10.1111/febs.16903,
BBa_258L79DQ,10.1016/j.chom.2020.05.013,
BBa_2578ECDJ,10.7554/eLife.102765.2,
BBa_25O78N9K,10.1111/febs.16903,
BBa_25I67IDF,10.1016/j.chom.2020.05.013,
BBa_25B6W5DS,10.1016/j.chom.2020.05.013,
BBa_25VDGPYE,10.1111/febs.16903,
BBa_253T2QDV,10.1016/j.chom.2020.05.013,
BBa_257OZBEX,10.1111/febs.16903,
BBa_252FWFC5,10.1371/journal.pone.0244297,
BBa_25AYSS3T,10.1016/j.yexmp.2007.08.013,
BBa_25IFP1BS,10.1111/febs.16903,
BBa_257HHX3U,10.1186/s12934-019-1078-0,
BBa_25QQTGPQ,10.1021/acsnano.4c06471,
BBa_256YI0RH,10.1111/febs.16903,
BBa_25YK9M4K,10.1111/febs.16903,
BBa_259HB2ER,10.1111/febs.16903,
BBa_257RRJDT,10.1016/j.tibtech.2010.11.003,
BBa_25UJOQTV,10.3390/foods11213331,
BBa_259129VM,10.1016/j.tibtech.2010.11.003,
BBa_251MGGF5,10.1111/febs.16903,
BBa_251NBJHB,10.1016/j.tibtech.2010.11.003,
BBa_25LEVKPI,10.1038/s41587-022-01244-y,
BBa_25NX0I1L,10.1016/j.tibtech.2010.11.003,
BBa_25JA15ZO,10.1016/S0141-0229(00,
BBa_25VLMD2F,10.1021/la900688g,
BBa_256PO65R,10.1016/j.ymben.2024.12.011,
BBa_25G9QZPK,10.1128/jb.02008-12,
BBa_25NUOZL7,10.1016/j.ymben.2024.12.011,
BBa_25HJ5AI8,10.1016/j.ymben.2024.12.011,
BBa_25LG0OCK,10.1021/acssynbio.3c00325,
BBa_25LG0OCK,10.1046/j.1462-5822.1999.00019.x,
BBa_255YSB76,10.7554/eLife.87303,
BBa_25VYPHLI,10.1016/j.biortech.2010.01.017,
BBa_25DKDMUB,10.1021/acssynbio.5c00360,
BBa_25IN0ZVU,10.1021/acssynbio.5c00360,
BBa_25KSO7ZA,10.1021/acssynbio.5c00360,
BBa_25CHIVN6,10.1021/acssynbio.5c00360,
BBa_25Y6UBUT,10.1128/jb.02008-12,
BBa_25RFSX0M,10.7554/eLife.87303,
BBa_25H2CYXH,10.1021/acssynbio.5c00360,
BBa_25H2CYXH,10.1128/mbio.01313-14,
BBa_25H7JX41,10.1021/acssynbio.7b00450,
BBa_25UFORFE,10.1093/nar/gkx610,
BBa_250YETC0,10.1002/btm2.10058,
BBa_25QR4YY2,10.1016/j.virol.2010.02.009,
BBa_25S1FR4K,10.1021/sb300078z,
BBa_25JDFJTZ,10.1128/AEM.01633-06,
BBa_25DYJ8D8,10.1016/j.addr.2012.09.039,
BBa_25EI7EOX,10.1038/s41587-019-0249-1,
BBa_25KNN8F9,10.1002/bit.27234,
BBa_25FQ62K0,10.1038/s41467-020-15272-2,
BBa_256T257I,10.1038/s41467-020-15272-2,
BBa_2570U1EF,10.1038/s41467-020-15272-2,
BBa_25OZLTDO,10.1021/sb300078z,
BBa_257GAIP9,10.1038/s41467-020-15272-2,
BBa_25H5YIV3,10.1038/s41467-020-15272-2,
BBa_25ML455N,10.1038/s41467-020-15272-2,
BBa_25TYTW3T,10.1007/s00253-024-13509-3,
BBa_25SZAZHQ,10.1016/j.cell.2013.06.044,
BBa_25VK6SZK,10.1126/science.adq854,
BBa_251LNGF2,10.1126/science.adq854,
BBa_25KIAROK,10.1126/science.adq854,
BBa_254GP0FQ,10.1038/nbt0697-553,
BBa_25RAOO82,10.1021/bi00014a033,
BBa_25ZA5KX4,10.1016/j.cell.2014.11.052,
BBa_25WSVVBM,10.1126/science.adq854,
BBa_25P03NBK,10.1021/bi035930k,
BBa_25G5LZEK,10.1039/c8cp04727h,
BBa_25LH8M07,10.1107/S1399004714000996,
BBa_25O3AS58,10.1111/febs.12878,
BBa_25F6MECA,10.1073/pnas.1100429108,
BBa_25EWFA1M,10.1021/ja8013538,
BBa_259VUFV8,10.1074/jbc.M205575200,
BBa_25WJJ9KP,10.1016/j.jmb.2012.01.032,
BBa_25TJJ1PD,10.1016/S0006-3495(03,
BBa_25PX1D04,10.1016/j.jmb.2008.07.042,
BBa_25CE36NZ,10.1126/science.1247407,
BBa_25BPYSZW,10.1093/nar/gkt520,
BBa_25NKC5AV,10.1038/s41467-022-28163-5,
BBa_25MM547K,10.1038/s41467-019-09326-3,
BBa_258KDNP5,10.12122/j.issn.1673-4254.2021.06.16,
BBa_25HGKJYB,10.1038/s41586-022-04599-z,
BBa_25S7V4WC,10.1021/acssynbio.3c00645,
BBa_25AHJ8GK,10.1007/s00253-013-5164-1,
BBa_250TUPOE,10.1038/s41467-022-34812-9,
BBa_25276CLP,10.1016/j.febslet.2004.03.078,
BBa_257Q5W1C,10.1128/mSphere.00979-19,
BBa_25J2UUD0,10.1046/j.1365-2958.1998.00883.x,
BBa_2563ZJ4S,10.1021/ja405967h,
BBa_25HEIU8Z,10.1093/pnasnexus/pgae572,
BBa_25V6WTD7,10.1046/j.1365-2958.1998.00883.x,
BBa_25UCSI3M,10.1093/pnasnexus/pgae572,
BBa_2595L78Z,10.1039/D4DD00219A,
BBa_25TP2U5B,10.1002/advs.202203433,
BBa_2573VF26,10.1038/s41598-017-02460-2,
BBa_25I6XUO4,10.1128/mcb.9.3.1309,
BBa_254S02FL,10.1039/D4DD00219A,
BBa_254LO6HW,10.1021/acssynbio.3c00167,
BBa_25XJTLJR,10.1016/j.tibtech.2025.02.004,
BBa_257U8BE6,10.1016/j.tibtech.2025.02.004,
BBa_259SUTIE,10.1016/j.tibtech.2025.02.004,
BBa_2536XRFR,10.1016/j.tibtech.2025.02.004,
BBa_257MKPPE,10.1016/j.tibtech.2025.02.004,
BBa_25NIYZY7,10.1021/acssynbio.0c00206,
BBa_25NIYZY7,10.1016/j.snb.2017.07.068,
BBa_25JK4ZS4,10.1021/acssynbio.0c00206,
BBa_25JK4ZS4,10.1016/j.snb.2017.07.068,
BBa_25DG0Q1D,10.1126/science.adv9789,
BBa_25TOBR5W,10.1126/science.adv9789,
BBa_25GCE9HK,10.1021/acssynbio.7b00398,
BBa_252MTBKP,10.1021/acssynbio.7b00398,
BBa_25R1LF6S,10.1021/acssynbio.7b00398,
BBa_251KX4GR,10.1529/biophysj.106.091710）,
BBa_25Z8N3RV,10.1021/acssynbio.7b00399,
BBa_25JTMRX5,10.1016/S1097-2765(01,
BBa_25B8WMPE,10.1126/science.adv9789,
BBa_252624TO,10.7554/eLife.102765.2,
BBa_253TLXBU,10.1038/nature08874,
BBa_25ZR7V75,10.1126/science.adv9789,
BBa_258LW76F,10.1038/nmeth.3807,
BBa_25OZ9S9I,10.1093/nar/gky354,
BBa_25AMQYQQ,10.1111/j.1574-6968.2004.tb09752.x,
BBa_25O9SB8D,10.1105/tpc.113.113944,
BBa_25LGNZAG,10.1093/nar/gky354,
BBa_25SF7QZC,10.1105/tpc.113.113944,
BBa_25M7NM5Y,10.1093/nar/gky354,
BBa_2589SWPW,10.1126/science.adv9789,
BBa_25Q0IEK8,10.1021/acssynbio.3c00328,
BBa_25CY1JKH,10.1093/protein/14.8.529,
BBa_257LFFBI,10.1021/acssynbio.9b00075,
BBa_25BHXP3N,10.1093/nar/gkae479,
BBa_25FGEHQM,10.1038/nbt0697-553,
BBa_25H38K3L,10.1111/j.1365-2958.1994.tb01004.x,
BBa_251TPK43,10.1038/s41589-018-0181-6,
BBa_25DJ035I,10.1126/science.adm8485,
BBa_25TP8B91,10.1126/science.adm8485,
BBa_25IF4C4Z,10.1038/s43587-023-00361-w,
BBa_25HM35ST,10.1038/s43587-023-00361-w,
BBa_25BU65V4,10.1126/science.adm8485,
BBa_25JMGXPM,10.1038/s41589-018-0181-6,
BBa_25SY3SQE,10.1016/j.bej.2023.109064,
BBa_255DSAJ8,10.1016/j.bej.2023.109064,
BBa_25PA4DFM,10.1038/s41598-023-41953-1,
BBa_25VZU395,10.1021/bi035930k）,
BBa_25PCSPKF,10.1111/j.1432-1033.1989.tb14539.x,
BBa_25BU77G0,10.1016/s0378-1119(97,
BBa_2530VWNO,10.1021/sb500366v,
BBa_2557AB2Q,10.1021/sb500366v,
BBa_25GLV8CE,10.1021/sb500366v,
BBa_25GH9NNL,10.1021/sb500366v,
BBa_256PGNIC,10.1021/sb500366v,
