id,geo_city,country,weight,rep_patent,lat,lon
3h6928223p16j1i375k142d1e4g3h435i5z3b,"Boston, MA",US,0.5,US9549901,42.3588336,-71.0578303
3h6928223p16j1i375k142d1e4g3h435i5z3b,"Newton, MA",US,0.3333333333333333,US9549901,42.3300435,-71.194862
3h6928223p16j1i375k142d1e4g3h435i5z3b,"Chestnut Hill, MA",US,0.16666666666666666,US9549901,42.3234553,-71.1639439
5m5k4m134r4w573q325n6n4v662x112q45236a6m,"San Francisco, CA",US,0.4,US9403141,37.7879363,-122.4075201
5m5k4m134r4w573q325n6n4v662x112q45236a6m,"Santa Clara, CA",US,0.2,US9403141,37.2333253,-121.6846349
5m5k4m134r4w573q325n6n4v662x112q45236a6m,"San Mateo, CA",US,0.2,US9403141,37.496904,-122.3330573
5m5k4m134r4w573q325n6n4v662x112q45236a6m,"Berkeley, CA",US,0.2,US9403141,37.8708393,-122.272863
p1t5e2y4sb3py6y3g4h463l6q4i1x4w6as3z,"Madison, WI",US,0.25,US9206221,43.07469,-89.3841663
p1t5e2y4sb3py6y3g4h463l6q4i1x4w6as3z,Ansan,KR,0.25,US9206221,37.3217152,126.8308604
p1t5e2y4sb3py6y3g4h463l6q4i1x4w6as3z,"Palo Alto, CA",US,0.25,US9206221,37.4443293,-122.1598465
p1t5e2y4sb3py6y3g4h463l6q4i1x4w6as3z,Beersel,BE,0.25,US9206221,50.7477333,4.3065648
1f552p601b1w6h721gq6m4n4khu5l2c4i4k7,"Cambridge, MA",US,0.3333333333333333,US9573988,42.3656347,-71.1040018
1f552p601b1w6h721gq6m4n4khu5l2c4i4k7,"Philadelphia, PA",US,0.3333333333333333,US9573988,39.9527237,-75.1635262
1f552p601b1w6h721gq6m4n4khu5l2c4i4k7,"Merion Station, PA",US,0.16666666666666666,US9573988,39.9981758,-75.2513256
1f552p601b1w6h721gq6m4n4khu5l2c4i4k7,"Narberth, PA",US,0.16666666666666666,US9573988,40.0084456,-75.26046
1t103u2qc1k672l5e37475l6m106q4h6z3u92k,Shanghai,CN,0.1111111111111111,US9580732,31.2312707,121.4700152
1t103u2qc1k672l5e37475l6m106q4h6z3u92k,Muenster,DE,0.1111111111111111,US9580732,51.9625101,7.6251879
1t103u2qc1k672l5e37475l6m106q4h6z3u92k,Hanau,DE,0.1111111111111111,US9580732,50.132881,8.9169797
