part_name,pmcid,doi,year
BBa_J15101,PMC11336265,10.1016/j.heliyon.2024.e35050,2024
BBa_J23101,PMC11336265,10.1016/j.heliyon.2024.e35050,2024
BBa_J33100,PMC11336265,10.1016/j.heliyon.2024.e35050,2024
BBa_K1420004,PMC11336265,10.1016/j.heliyon.2024.e35050,2024
BBa_K592009,PMC11336265,10.1016/j.heliyon.2024.e35050,2024
BBa_K592010,PMC11336265,10.1016/j.heliyon.2024.e35050,2024
BBa_J23105,PMC11283517,10.1038/s41467-024-50528-1,2024
BBa_J23107,PMC11283517,10.1038/s41467-024-50528-1,2024
BBa_J23117,PMC11283517,10.1038/s41467-024-50528-1,2024
BBa_J23119,PMC11283517,10.1038/s41467-024-50528-1,2024
BBa_B1001,PMC11302359,10.1186/s13068-024-02534-0,2024
BBa_J23105,PMC11302359,10.1186/s13068-024-02534-0,2024
BBa_J23114,PMC11302359,10.1186/s13068-024-02534-0,2024
BBa_J61048,PMC11288051,10.1128/msphere.00171-24,2024
BBa_J23119,PMC11291754,10.1038/s41598-024-68747-3,2024
BBa_B0034,PMC11237760,10.1128/msystems.01210-23,2024
BBa_J23100,PMC11237760,10.1128/msystems.01210-23,2024
